微博id,微博正文/转发理由,是否原创,情感得分
E7u2E0AlL,转发理由:最动听的小精灵，最暖心的青峰哥 //@吳青峰:我自己很喜歡這首歌，謝謝三個小精靈充滿暖意、如煦煦和風般詮釋出我的心頭好。也謝謝老精靈 @陳建騏  的完美製作喔！大家都來聽聽吧，願你們的心中潮溼褪去，留下溫暖。  ,FALSE,1
E73olDdX4,论拍戏镜头带不到的时候到底在写什么#系列👀还有湖南的炒粉真的真的真的太香～嗯，真的。👏  [组图共4张] 原图 ,TRUE,1
E6gdYfUyx,我响应#开学第一课# 的号召，今晚在CCTV-1八点一起来听长征故事，#接过老兵的旗帜# ，传承长征精神。敬礼！  原图 ,TRUE,1
E5VErbSmB,吃着老娘的超级汤粉完成人生第一个作品👏👏  [组图共5张] 原图 ,TRUE,1
E5GlHC9dl,#我的微博情结# 很酷的易烊千玺第一条微博说“我会加油”，三年过去了你们觉得我有没有变得更酷呢？微博7岁+我们三岁=10年我们一起走！微博七周年 #微博七岁我们三岁#  原图 ,TRUE,1
E4pRDntQX,我们家小漂亮http://t.cn/RtmpLo3  ,TRUE,1
E3XsXxRJR,凌晨夜骑去看升旗(🚲🚲🚲)  [组图共4张] 原图 ,TRUE,1
E3bLklzEc,转发理由:so cool  ,FALSE,1
E27IOtajK,转发理由:我猜是你  ,FALSE,1
E22MeDF1I,2，1。  [组图共2张] 原图 ,TRUE,1
E1HXJDTeK,转发理由:听说只有敢于面对真相的人才是真有勇气，哈哈，你们是吗？😝  ,FALSE,1
E0cN4beUZ,转发理由:大家记得收看哦😉  ,FALSE,1
DFxae4UPv,转发理由:摩天轮上除了有思念，还有回忆吧  ,FALSE,1
DFp3pjvnD,转发理由:三二一准备😉//@TFBOYS组合:还有一个小时，TFBOYS即将空降弹幕互动啦  ,FALSE,1
DEOJD5cRR,  原图 ,TRUE,1
DEDBLaHuG,“ 没法在这儿打架子鼓的我，就这么空手给大家来一段凑合凑合😐😐”我的秒拍作品，一起来看~http://t.cn/R5Ftrr1（使用#秒拍#录制）  ,TRUE,1
DEzyMfZwG,转发理由:#中国一点都不能少#//@TFBOYS组合:#中国一点都不能少#  ,FALSE,1
DEipSdKfg,转发理由:#超少年密码# 你们猜猜看我是不是本色出演  ,FALSE,1
DDdVbp68x,转发理由:天才儿子让两位老师费心了//@左小青:努力做好天才儿子的妈妈 //@汪俊导演:该怎么做好天才儿子的爸爸？  ,FALSE,1
DBZOMsdom,来看看我拍的视频：“昨天在摄影棚楼顶拍到的不明飞行物……拍得很清楚……谁来解释一下真假🙃🙃🙄🙄😳😳”，点此播放>>http://t.cn/R5jXjcU（通过 #美拍# 拍摄）  ,TRUE,1
DBRSBfkb1,一会儿就要直播啦😃听说燥热的夏天，敢于流汗的才是真勇士，比如我😎#TFBOYS有味道的直播#  原图 ,TRUE,1
DBM1chFuQ,来重庆一定要吃的烧烤…简直太香了👅👅👅  [组图共2张] 原图 ,TRUE,1
DAY0ZpL63,转发理由:“校园偶像+烧脑励志+酷炫特效的组合”嗯……所以我是校园偶像还是烧脑励志还是酷炫特效呢？  ,FALSE,1
DAI7RwcQ9,今天🔆🔆🔆  [组图共4张] 原图 ,TRUE,1
DzMVI5zJb,希望源哥的中考一定考出理想成绩～等考完再一起撒了疯的耍👻👻👻💪@TFBOYS-王源  原图 ,TRUE,1
DzrJEblpa,大家端午节快乐👻👻👻要吃的开心啊……厚厚😋  [组图共4张] 原图 ,TRUE,1
DzqkV9DU5,转发理由:今逢端午，且#思美人#。我生南国，独立不迁。希望各位关注我出演的少年屈原，大家记得吃粽子哦！  ,FALSE,1
DxFDjdidv,晚安👹  [组图共3张] 原图 ,TRUE,1
DwoQcdkZN,#充电5分钟元气2小时#流浪boy要出发了，目的地是诗和远方，有谁要一起吗？http://t.cn/RqsIwD6  原图 ,TRUE,1
DwhvWhNUu,以下不只是和楠大爷自拍，还有楠大爷的视频哦😶😶😶http://t.cn/RqFBQVi  [组图共6张] 原图 ,TRUE,1
DvOeSzoyF,除了老家的山以外，特别喜欢大太阳的北京🔆🔆🔆吹吹小风啥的最舒服了～🚶🏻🚶🏻🚶🏻  [组图共3张] 原图 ,TRUE,1
DtIpbwzfE,给亲爱的老娘庆祝生日的一家四口👨👩👦👦我爸、我妈、我、我们家“大爷”………👻👻👻  [组图共4张] 原图 ,TRUE,1
Dtf4UDzQZ,转发理由:肩负重任，孤独前行，是修行也是信仰，支持晓明哥，支持大唐玄奘💪🏽💪🏽💪🏽  ,FALSE,1
DsLKRDx54,转发理由:从今天开始就让我在高德地图里给你们导航吧🚗🚕🚓🚒🚑🚃🚄😉  ,FALSE,1
Drzrlil8L,前看后看你都像个球🏐🏀⚽️  [组图共3张] 原图 ,TRUE,1
DqqHz247C,感谢☀️☀️☀️http://t.cn/RqI8Rep  ,TRUE,1
DoZS8a9y2,大家好，这里是“易家三代楠宝最帅_宇宙南瓜总站”！四月开春，我们站子也集体去海南度假啦！大家可能还对他们不太熟，我来一一介绍一下我们的站长，前线，美工，文案和应援同学～大家都爱着我们宇宙最帅的楠宝，大家一起努力，给他最棒的成长呵护！  [组图共5张] 原图 ,TRUE,1
DnrXuxnU3,MAYDAY！MAYDAY！呼叫地面控制台！检测到螺旋桨严重受损！机长表示受到严重惊吓，现已果断跳伞，并继续表示抑制不住玩具坏掉的悲伤………求安慰  [组图共6张] 原图 ,TRUE,-1
Dn69uduyt,早上我妈给我发了这两张图来，说是四小只我正好在超市里也看到这广告牌，又get到了我楠宝的同款～哈哈哈  [组图共5张] 原图 ,TRUE,1
DmgBlp4Va,白色情人节快乐～晚安❤️  [组图共4张] 原图 ,TRUE,1
DlL7Dmrbl,转发理由:我用亲身经历告诉大家今晚的节目真的会很好看  ,FALSE,1
DkJZmmQ86,听说网友易烊千玺前几天教了大家迷路之后怎么办，那今天网友烊烊为大家演示什么是错误的安检行为，请大家不要模仿🙈🙉🙊❌❌❌  [组图共5张] 原图 ,TRUE,-1
Dki81tytS,我喜欢这种捉迷藏躲在树上大家都找不到我的感觉，可是你们不能找不到我就走了啊，剩下我一个人仰望星空有点方  [组图共4张] 原图 ,TRUE,-1
Dj4NTjQha,晚上回酒店还想再吃两碗儿元宵过过节，竟然…没…有…了……可是真的好饿啊😶😶😶好饿啊…饿啊…啊……【饿.jpg】  [组图共2张] 原图 ,TRUE,-1
Di9dM4ONV,我都高一了…为什么去医院还要去儿科？？？为什么？？？心里真的苦  [组图共4张] 原图 ,TRUE,-1
Di0p0l8in,迟来一天的情人节快乐🌹🌹🌹爱你们💗晚安啦💓  [组图共5张] 原图 ,TRUE,1
Dh6bV7eVB,大年初二财神到，烊烊上山放鞭炮，祝愿所有鹤宝宝，新的一年哈哈笑🔆🔆🔆http://t.cn/RGGTszK  [组图共4张] 原图 ,TRUE,1
DgMmlEtoX,有生之年有幸见到了我楠宝的偶像  [组图共7张] 原图 ,TRUE,1
DgCv2lsnH,“#和添福宝TFBOYS一起闹猴年# 还有一天就猴年了，来看我的猴年愿望🙉#拍视频领现金红包# ”我的秒拍作品，一起来看~http://t.cn/RGZASzO（使用#秒拍#录制）  ,TRUE,1
DfdhD00qW,🍭🍭🍭http://t.cn/Rb3U8dn  ,TRUE,1
De2KxcWt4,本boy是个严肃的boy，就算本boy穿着秋衣秋裤也不会笑，因为以下只是（图文无关的）自拍🙃  [组图共9张] 原图 ,TRUE,1
Dd8cJnKhq,第一张是最终版✌🏿✌🏿✌🏿后面几张分享一个永远进不来框的哥们儿还有王源儿一直保持冷漠脸😒哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈  [组图共6张] 原图 ,TRUE,1
DcV7np5Pa,转发理由:好听好听  ,FALSE,1
DcnTCgjED,滑雪的小孩🏂                                                                     也会微博换行的小孩                                                 哪怕                                                                         #我们都是不完美小孩#  [组图共2张] 原图 ,TRUE,1
DbUT2lFKS,2015过去了，让我们6起来吧👏🏿👏🏿👏🏿  [组图共2张] 原图 ,TRUE,1
DbedHfMsf,很多想说的，写下来给大家，2016，我们继续加速前行吧！  原图 ,TRUE,1
DaODQBS9t,转发理由:西北西北好想你，但我也想东南怎么办  ,FALSE,1
DaxyyxOLi,看你一脸熊样🙃为什么要自己把鼻子缩起来🙃  [组图共2张] 原图 ,TRUE,-1
D9DGde4Qx,我亲手煮的饺砸！想吃的举脚💃🏿  [组图共2张] 原图 ,TRUE,1
D9sSN2z0l,刚参加完《思美人》启动发布会，谢谢各位前辈的鼓励，也感谢每位到场支持的粉丝们，希望通过我的演绎能给大家展现一个真实的少年屈原，大家多多期待哦  [组图共6张] 原图 ,TRUE,1
D91DdBkw0,转发理由:一个字：想看。 #TFBOYS恋西游MV#  //@TFBOYS组合:【预告】我们的#TFBOYS恋西游MV#就要出来啦，谢谢@梦幻西游2 ，更要谢谢四叶草们的等待~ 更多精彩将会在梦幻嘉年华现场的动画片第三季发布仪式上首发哦~记得看哦  ,FALSE,1
D8ZpLiVGe,转发理由:帅气的英雄，路一直都在，Go Go Go   ,FALSE,1
D8RGnxe0E,易则漫画#1  [组图共4张] 原图 ,TRUE,1
D8IFld7Dd,👇🏿👇🏿👇🏿  原图 ,TRUE,1
D7ttflOjN,🙂易大王叫我来巡山🙃  [组图共9张] 原图 ,TRUE,1
D6TJVDZf5,躲避猎人小分队带上口罩裹上大衣，行动！#全员加速中#  原图 ,TRUE,1
D68GzCLjK,15岁第二天天气超好～拍摄休息出来玩啊玩～感觉好久没见到雪了❄️❄️❄️这个鞋的心应该很累吧………  [组图共3张] 原图 ,TRUE,1
D5YOUt4g1,谢谢今天你们陪我一起度过15岁，以后的每一天我们都一起走吧，对于我来说新的一年大家一起红红火火🔥🔥🔥（我没有在笑，这不是恍恍惚惚也不是哈哈哈哈）  原图 ,TRUE,1
D5LLxq6AJ,易烊千玺的浪漫玫瑰园倒计时一天，猜猜哪个表演音乐是我自己剪的，猜对了就从转发里抽五个人，送上右上角易烊千玺的微笑  原图 ,TRUE,1
D5cHrssQz,在韩国看到了wuli小王子～BTW哥们你为毛中分了  原图 ,TRUE,1
D4IrfpEpw,转发理由:视频里是啥呀，我看到未成年人禁止入内就关了………………  ,FALSE,1
D472ys9Em,转发理由:你好，少年屈原。心之所善，上下求索。#思美人#  ,FALSE,1
D40D1dy5R,记得13年的愿望是粉丝破10w，不知不觉现在到了1000w，谢谢越来越多的你们陪着我，还记得小时候的我吗？http://t.cn/RUHOMOg  ,TRUE,1
D3XVCC2Cm,今天是老爸和弟弟生日，楠楠三岁啦👍🏿👍🏿👍🏿小孩又长大一岁，就更不省心了🙄谢谢 @黄晓明 哥哥送的花，昨天没去成，下次一定去吃一次热辣壹号  [组图共4张] 原图 ,TRUE,1
D3PRL7zk6,转发理由:坚强的闯过种种难关吧//@TFBOYS-王俊凯:勇敢的闯过每个难关，相信一切都会好起来。为每个人加油！#疯狂的麦咭# @TFBOYS-王源 @TFBOYS-易烊千玺   ,FALSE,1
D3HzQe3aj,一千万福利还在路上，预计明天能到达，今晚先看#全员加速中# 吧，我比一千万福利跑的快  原图 ,TRUE,1
D3Hlgjugn,转发理由:跟着亮哥有肉吃，还有@蔡少芬 ，跪求娘娘下次不要再坑我了BTW我换头型了 //@TFBOYS-王俊凯:亮哥都和易拉罐的我说上话了， 肯定不会的@TFBOYS-易烊千玺 有补充的吗//@TFBOYS-王源:嗯！亮哥最多骗骗我吃的，才不会骗钱，不信问@TFBOYS-王俊凯   ,FALSE,1
D2VTykAdC,全世界最厉害的神生日快乐啦   [组图共2张] 原图 ,TRUE,1
D2DNCBD0Q,转发理由:你#全员加速中# 猜  ,FALSE,1
D2DfL9T75,“把小东西哄开心了，终于可以陪我晚上看#全员加速中#了，你们想看的自拍在评论里，去找吧[呵呵]”我的秒拍作品，一起来看~TFBOYS-易烊千玺的秒拍视频（使用#秒拍#录制）  ,TRUE,1
D2D53sI9o,转发理由:就是今晚  ,FALSE,1
D2CnumFfo,转发理由:今晚，黑多黑多的人相约节目里一起high起来  ,FALSE,1
D2afkooc5,“小孩生我气了怎么办，在线等，急”我的秒拍作品，一起来看~TFBOYS-易烊千玺的秒拍视频（使用#秒拍#录制）  ,TRUE,1
D1JRmnxsP,恐怖的气息……BTW…期待一下吧😎#今天我长这样#  原图 ,TRUE,-1
D1xFMfB2j,我是易烊千玺，我的心愿是能看到黑板。  原图 ,TRUE,1
D0WSxhJ7t,你怎么变这样，变得这样倔强  原图 ,TRUE,1
D0b8YFSBX,就不发微博以下只是个图片  [组图共2张] 原图 ,TRUE,1
CFoDVAwQh,转发理由:谢谢导演这么高的评价，大家觉得怎么样呢？  ,FALSE,1
CENQzeeDw,我其实最怕晚上洗澡  原图 ,TRUE,1
CEkTgltCV,贴啊贴，贴啊贴，停不下来  [组图共4张] 原图 ,TRUE,1
CEcG9igVY,照片里的你们满满都是爱。新婚快乐哦！@黄晓明 @angelababy  [组图共3张] 原图 ,TRUE,1
CDFXJxPe8,转发理由:谢谢导演认可，跟着您学会了不少新的东西，下次见面我不会在那么高冷了  ,FALSE,1
CDAoXFTJo,对不起，没能遵守当时的约定，今天机场为了安全安排走了VIP，你们的心意我看到了，谢谢你们❤️  ,TRUE,1
CDqNW5KpM,大家好久不见啊明天就要去#步步高家教机超级公开课#上课了，不知道又会有哪些有意思的课。连国庆节都还在学习的孩子，你们说是不是好孩子?  [组图共2张] 原图 ,TRUE,1
CClm2mqC4,Is that true…yes…okey dokey yo! Say La x 11  原图 ,TRUE,1
CC3Kk4o69,转发理由:#诛仙青云志# #易烊千玺出演诛仙# 狐岐山小七在此，初次见面，请多多指教！  ,FALSE,1
CBAKFtsdI,“在今天这个开心的日子，抛掉偶像包袱，带来即兴舞蹈一段。祝16岁的大哥生日快乐！赶快分蛋糕啊！！@TFBOYS-王俊凯  ”我的秒拍作品，一起来看~http://t.cn/RyJOnW3（使用#秒拍#录制）  ,TRUE,1
CAYYCk4p5,发现一只萌萌哒胖虎君，捕获！  原图 ,TRUE,1
CzjXnBlFd,九百万粉丝福利来咯～这次不像800w那么傻了，分享一组两周年前夜兴奋的睡不着的我谢谢大家的关注👏🏿  [组图共9张] 原图 ,TRUE,1
CyxyBlbX3,转发理由:何（Xue）老师（Zhang）…… 您好想看您穿校服的自拍//@何炅:学弟加油，愿你有美好充实的高中三年！话说咱校服也是没变样啊！  ,FALSE,1
CyoASEzDv,大家好，高中生易烊千玺报道！这边风景不错，只是高一了书包好像更沉了  [组图共2张] 原图 ,TRUE,1
CwPXUlAfk,终于见到我家小东西了，哥哥想死你了😘你们昨天七夕都开心吗  [组图共7张] 原图 ,TRUE,1
CwAFidfyu,世界上有那么多的玫瑰花，但是只有你们是一直陪伴在我身边，我们相互灌溉。来自B612星球的#小王子来了# 我是你们的      _________  原图 ,TRUE,1
CvuYt486H,最近训练挺忙的，大家一定和我们一样也很期待8月15号那天的到来吧！这段时间的付出在15号一定会让大家满意的。还有没买到票的粉丝，外边太热，大家千万不要在外场应援了，又热又累又不安全还不能在电脑前看直播，所以，你们一定要答应我好吗？一定要守在家里看直播给我们应援，不要再去现场应援了。  [组图共2张] 原图 ,TRUE,1
CuI0SadL4,发现一只睡觉的野生的工作人员，捕获！（拍照）  原图 ,TRUE,1
Ctc8fB9GR,#易烊千玺罚抄一百遍#平时用手机打字太多，这次上节目紧张到把蔡康永老师的康字写错了，该罚！都不要学我写错别字了，蔡康永老师对不起下次一定给您补上，我先自罚一百遍！  原图 ,TRUE,-1
CsahB3siP,三只羊你喜欢那一只  原图 ,TRUE,1
Cr7pj3pXN,  原图 ,TRUE,1
Cq84TyQcd,  [组图共4张] 原图 ,TRUE,1
CoNf3CHhx,“看我的八百万粉丝浮力”我的秒拍作品，一起来看~TFBOYS-易烊千玺的秒拍视频（使用#秒拍#录制）  ,TRUE,1
CodL8lKZz,刚刚练完舞，好累～～～～～～大家今天运动没，别老坐着动也不动……我回家泡澡了，你们别老叫我，上一趟山挺累的～～～  [组图共2张] 原图 ,TRUE,1
Cnt5kobHC,大家今天都吃粽子了没？甜的，咸的，肉的，不肉的我其实好想吃咸肉粽子的，为什么北京找不到！  [组图共4张] 原图 ,TRUE,1
Cn6MXsOZr,砍完了竹子去钓鱼，还钓上来五斤的，弄啥嘞，越来越适合乡村生活了TFBOYS-易烊千玺的秒拍视频  [组图共6张] 原图 ,TRUE,1
Cn0cU3tac,“报告爷爷！我真的不是有意砍了邻居家竹子的！我知道错了，你们知道错了吗！”我的秒拍作品，一起来看~（使用#秒拍#录制）  原图 ,TRUE,1
Ci8Hx70BG,好久不见啦！发一张我好久以前的照片，大家猜猜我在干嘛…猜对有赞……哦！  原图 ,TRUE,1
CcUlPxYL0,看，小狗狗睡着了😄轻轻抱起来，不要惊醒它…小声放一首温柔的Young，享受一下这温馨时刻吧!!! QQ音乐  [组图共2张] 原图 ,TRUE,1
Ccw2649ha,我在北部大城今天有点冷，南部小城今天天气又怎么样呢http://t.cn/RAiWiqy  ,TRUE,1
CbsmG8I0f,转发理由:善待动物（轻松熊），人人有责  ,FALSE,1
Cbitlx3JV,今天你们都被骗了，上他俩号的都是我，大家愚人节快乐，晚安  原图 ,TRUE,1
CaUQ15Zdr,早安!!!今晚我们一起加油^.^  原图 ,TRUE,1
C9tXxERRb,晚安他们说这个名字很绕口，哪有，不就三个“的”么独家首发！易烊千玺《昨天的你的现在的未来》 眼睛闪着星星安静的唱  ,TRUE,1
C8z9S8yQl,白色情人节快乐，晚安  原图 ,TRUE,1
C6fMMa3mC,深圳，走起！  原图 ,TRUE,1
C4T8H5DLx,羊年到，新年好烊烊在这里给大家拜年啦[发红包][发红包][发红包]下午在老家后山选了一根又高又直的竹子作个记号当作14岁的纪念希望来年也能节节高好了，快晚饭了，大家饺子吃起来哟👏  [组图共3张] 原图 ,TRUE,1
C4rUhbspC,放寒假到今天才拿到作业本，好多啊[流泪]必须得趁着这两天多赶点作业才行。家教机这几天咱俩就一块奋斗吧！smart让我越来越smart吧[呵呵]奋斗完作业好过年[调皮][大红灯笼]  原图 ,TRUE,1
C4jUxhPWm,Hey！情人节快乐！今天陪着老爸老妈弟弟出去过节了才到家，[玫瑰][玫瑰][玫瑰]只要陪着心爱的人每天都开心晚安  [组图共2张] 原图 ,TRUE,1
C36fFmOou,有千纸鹤问心情不好的时候怎么办我心情不好的时候就会罚我的轻松熊倒立一晚上，看着看着心疼就什么事都过去啦👏  [组图共2张] 原图 ,TRUE,-1
C1gLqkXXe,我放寒假咯👻哒啦啦～还没考完的同学加油💪下飞机才发现兜里还有一瓶奶，一回家某小孩就拿走喝掉了……他的眼里看吃的永远那么准😂😂大家晚安吧（还有谁能教教我wink😳😳😳世上最难）  [组图共2张] 原图 ,TRUE,1
BEMu48UFW,这两天北京的天气不错，大家最近有跟亲朋好友出去散心吗~？期末临近，我是没时间出去了，只能看看以前拍的照片解解闷儿（第一张照片绝无PS！再送上拔树教程）。如果是跟我一样要期末考，那就要少刷微博多复习了，加勒个油~一起考个好成绩！  [组图共2张] 原图 ,TRUE,1
BDyiLpoit,新年快乐忙完了可以回家啦~~~今年我的愿望嘛，希望大家都顺顺利利开开心心，老爸老娘少点操劳，老弟健康成长，我自己也要快快长个儿！还有一直支持我们的你们！希望大家都越来越好！👻👻👻  原图 ,TRUE,1
BDrFrePjs,转发理由:HAPPY NEW YEAR！我的新年愿望就是我们和你们一直在一起吧！  ,FALSE,1
BBQyTi7C1,从开始到现在，大家所有的辛苦和付出我都看的到，真的真的真的很想说声谢谢！下次，我们11号入口见  原图 ,TRUE,1
BypVfBZsm,谢谢大家！今天特别开心😝😝😝！睡觉之前，发一段舞表示感谢十四岁的千玺会勇往直前的！加油！http://t.cn/RzVtm0f  ,TRUE,1
Byo6R2nDJ,转发理由:大家觉得怎么样呢  ,FALSE,1
BxXMXoleZ,亲爱的弟弟，爸爸生日快乐[呵呵]，要一直萌萌的，乖乖的，以后不管发生什么，我们爷仨一起面对，迟到的祝福对不起了  原图 ,TRUE,1
BxM7Vt9AI,这两天天气好冷啊，大家要穿上毛帽（qiū）子（kù）啊多运动运动[呵呵]哒啦啦～  [组图共2张] 原图 ,TRUE,1
BvmhGu9lB,转发理由:猴儿王源生日快乐今天你也是很High嘛，不过你没有不High的时候嘛  ,FALSE,1
BvdnGAX4J,昨天看大家high了一天 高兴不其实宝贝生日不是昨天啦，谢谢大家关心哈不过大家明天可以继续High了，因为是王源儿的生日，送上弟弟萌照，我看GO去了哦第四期王源“裸照”遭曝光 获生日惊喜飙泪  [组图共3张] 原图 ,TRUE,1
BuBWeyIyb,转发理由:你们的梦想有我们陪伴 //@TFBOYS-王俊凯:希望有梦想的同龄人都能通过这次圆梦计划实现自己的梦想 加油//@TFBOYS-王源:@TFBOYS-王俊凯 @TFBOYS-易烊千玺 一起来哈 //@TFBOYS组合:助力梦想，和TFBOYS一起给需要帮助的梦想带来更多实现的希望吧  ,FALSE,1
Btef6kfw4,我是来自亚马逊的丛林战士  原图 ,TRUE,1
Bqsk4BUeq,到家啦，休息给大家看一张在重庆拍的这只蜘蛛真的很不乖，居然在我手上便便，如果不是因为它也要拍节目，一定就把它吃了[挖鼻屎]  [组图共2张] 原图 ,TRUE,1
Bq2GCkv5G,今天BigBang在亚运会跳的也是FB，我们拜师大目老师学的也是FB，是很有缘吧 TFBOYS偶像手记之三小只魔鬼特训 欧弟体罚王源  原图 ,TRUE,1
BpzdhpSVG,国庆啦！除了写作业还能干嘛？就是去山里呼吸新鲜空气啦！虽然下着小雨但是还是好兴奋拍了很多很逗很酷炫的照片儿～最后祝祖国65岁生日快乐！！！  [组图共8张] 原图 ,TRUE,1
BoOX6iN3q,转发理由:上周日写作业和我没来得及看的举手我来补了  ,FALSE,1
Bowy0orMo,转发理由:你是我的幸运符号你是我的幸运符号你们是我们的幸运符号  ,FALSE,1
BnVGWqPmW,从前有个14岁的小螃蟹，大家猜猜他今天变成了啥？！15岁的大螃蟹！！！嘿咻嘿咻练完舞，祝大哥生日快乐撒！  原图 ,TRUE,1
BnUxWdsmp,转发理由:还在练舞，待会回家就看 //@TFBOYS组合:第一天的台湾之旅，我们来咯  ,FALSE,1
BnsDM74mc,二十二个月，弟弟总算叫哥哥了长大了，变羞羞了，不肯和哥哥拍了，哼  [组图共3张] 原图 ,TRUE,1
BmQtp2Aqa,"转发理由:Can you read this word?yes,nian dai xiu  ",FALSE,1
BmPjwpbsb,转发理由:好耶，8点[带着微博去旅行]  ,FALSE,1
Bm6nUq8Pa,睡觉前节目组请我们来参加庆功宴，猜我找到了什么？居然是大哥喜欢的肉馅月饼，居然真的有这种月饼！抢我的，这个我抢了大家中秋节快乐  原图 ,TRUE,1
Blu70ygZq,晚安，大家今天都辛苦了，早点睡，不要熬夜了，明天要加油  [组图共2张] 原图 ,TRUE,1
Bl1kPjYX6,转发理由:谢谢许老师，开学第一课很好听，很喜欢  ,FALSE,1
BkPzmcl0g,明天就开学了，大家作业做完没有啊[挖鼻屎]没做完就让我这个魔法师帮大家“嗖”的下变做完吧但是，我这个魔法师刚学成不久，法力没那么高强没做完作业大家还是自己快点赶吧  原图 ,TRUE,1
Bkhs4gAfw,转发理由:作为学霸军团的一员刚下飞机我就来啦！Cindy萌萌哒的祝福:爸爸，今天是你的生日。我想对你说“我爱你，生日快乐！你永远是我的保护神。”我也祝@田亮 大哥哥生日快乐！ //@步步高家教机:@步步高教育电子:好流利的口语，大家都听懂了么？森爹若不会，就问问家里的点读机吧！  ,FALSE,1
BjlJr4rrK,我刚刚在“为罕见病，冻起来”微公益项目中捐款成功！马上点名您的三位好友，一起参加到#冰桶挑战#，并向罕见病关爱中心@瓷娃娃  支持ALS（肌萎缩侧索硬化症患者，俗称”渐冻人”）在内的罕见病患者的项目捐出善款。助力罕见病，益起“冻”起来！你敢挑战吗？@微公益 [品牌捐]为罕见病，“冻”起来！  ,TRUE,1
BjjE3hoIU,转发理由:开学后我就初三了，学习任务很重，四叶草替我完成赛车手的梦想吧，大家一起加油！  ,FALSE,1
Bjhvjgh8u,转发理由:这个病真的很痛苦，通过昨晚的挑战我们感同身受，希望有能力的哥哥、姐姐们伸出援手多帮助他们   ,FALSE,-1
BiPxlmY6V,转发理由:MV说明超人们也是会跳舞的  ,FALSE,1
BhGtfonMl,#TFBOYS自由环岛之旅#杰伦的蝙蝠车，吃饭的时候还和魔术师学了个魔术，超赞的  原图 ,TRUE,1
Bh4Nqpgp6,转发理由:我爱你们，祝我们自己生日快乐，也祝所有四叶草生日快乐  ,FALSE,1
Bg9qT7Z8l,我刚刚在“幸福微笑”微公益项目中捐款成功！【支持TFBOYS，打造骄傲青春】8月3日#TFBOYS益起来#粉丝见面会即将举行，益起来支持三小只，捐1元为唇腭裂儿童恢复笑容而努力！手机猛戳捐1元支持哟~[品牌捐]为了孩子的幸福微笑  ,TRUE,1
Bg9qkuidi,在家里我就很喜欢看我弟弟笑，这些小朋友有些和我弟弟一样大，所以和#TFBOYS益起来#！参加TFBOYS的公益活动，也让他们笑起来一周年要来哟[品牌捐]为了孩子的幸福微笑支持哟  ,TRUE,1
Bg7cD9QTo,转发理由:小凯你@ 我们两个是打算中奖吗，你已经有一台了，如果中奖了就送给我吧，我替我弟弟谢谢你，他几年后肯定用的上 //@TFBOYS-王俊凯:刚到上海，这边好热哦！我们的第一只广告明天就要播了，希望大家喜欢呀！我觉得王源的舞蹈进步很大呀，要感谢谁呢？   ,FALSE,1
BfouOCrTt,好久没看到弟弟 回家弟弟就拉着我的手指睡了，好可耐，好久没看到想咬一口  原图 ,TRUE,-1
Bf4ta7YA9,转发理由:Come on新歌让大家久等啦  ,FALSE,1
BeNsLgg1f,天热一定要吃西瓜，设备有点简陋，勺子挖颗心送给大家，吃完就睡觉吧  原图 ,TRUE,1
BdApJy2xs,出门在外那么多天好想我弟弟啊，抱会企鹅当我弟弟吧，大家晚安  原图 ,TRUE,1
Bb7vjfzfg,"转发理由:#TFBOYS益起来#谢谢,今天和大家聊很多,希望以后也能有机会,大家88  ",FALSE,1
Bb7t9nuq6,转发理由:#TFBOYS益起来#恩 会的  ,FALSE,1
Bb7sSwLuQ,转发理由:#TFBOYS益起来#我们也会陪你们一起走下去 大家一起加油  ,FALSE,1
Bb7sjmioi,转发理由:#TFBOYS益起来#谢谢你们 你们的心意我们感受到了  ,FALSE,1
Bb7qIFNf8,转发理由:#TFBOYS益起来#我们也是阿 谢谢大家支持!  ,FALSE,1
Bb7pIkaZE,转发理由:#TFBOYS益起来#是  ,FALSE,1
Bb7p25mJh,转发理由:#TFBOYS益起来#谢谢啦 我们会加油的  ,FALSE,1
Bb7oIyj6f,转发理由:#TFBOYS益起来#谢谢支持哦 我们也不是每个都能看到 不要不高兴  ,FALSE,1
Bb7nMCYRd,转发理由:#TFBOYS益起来#会 尤其是小凯会监督我们  ,FALSE,1
Bb7nxiOIL,转发理由:#TFBOYS益起来#有机会的话一定  ,FALSE,1
Bb7npzYGA,转发理由:#TFBOYS益起来#你们辛苦了 非常谢谢你们 不过不要太累哦  ,FALSE,1
Bb7mHhyL8,转发理由:#TFBOYS益起来#谢谢你们的支持  ,FALSE,1
Bb7mvseSN,转发理由:#TFBOYS益起来#不会  ,FALSE,1
Bb7lYEBgo,转发理由:#TFBOYS益起来#一定  ,FALSE,1
Bb7lQFR2B,"转发理由:#TFBOYS益起来#他们也都是小天使,你们如果真心来了解他们你们会觉得很心疼 难过,所以打击一起努力帮助他们  ",FALSE,1
Bb7jMrOC0,转发理由:#TFBOYS益起来#会啊  ,FALSE,1
Bb7jx4ggP,转发理由:#TFBOYS益起来#谢谢  ,FALSE,1
